gen mean_fit std_fit max_fit mean_gain std_gain max_gain
0 8.851249 20.424817 62.652005 -88.333084 34.762568 4.046863
1 20.20515 21.794009 62.652005 -68.784476 36.688206 4.046863
2 27.584687 22.466639 62.652005 -56.994713 37.915942 4.046863
3 35.057112 22.232009 62.652005 -43.992419 37.586201 4.046863
4 46.179216 18.786329 62.652005 -24.799471 31.859995 4.046863
5 54.37664 13.135839 62.753552 -10.645897 22.532774 4.083785
6 58.896376 5.613675 65.2082 -2.747135 9.649389 8.268199
7 56.760027 11.019603 65.2082 -6.600495 19.141278 8.268199
8 55.496435 13.647443 65.2082 -8.9318 23.714806 8.268199
9 58.824195 8.931509 65.677501 -2.949793 15.458592 9.441452
10 58.161981 10.99464 66.500289 -4.123518 19.060726 11.725098
11 57.328976 12.739513 66.500289 -5.304842 21.736905 11.725098
12 57.801512 11.535841 66.500289 -4.665466 19.959171 11.725098
13 55.877461 14.80828 66.500289 -8.127026 25.436663 11.725098
14 58.750789 9.051486 66.500289 -3.076631 15.619492 11.725098
15 57.149868 14.990162 66.500289 -5.662894 25.469968 11.725098
16 60.819661 4.390838 66.500289 0.664277 7.97418 11.725098
17 57.854666 12.170557 66.787656 -4.543878 20.885692 11.895737
18 57.673187 12.363182 66.787656 -4.937974 21.729051 11.895737
19 59.013233 9.158247 66.787656 -2.544626 15.862731 11.895737
20 58.962643 10.812903 66.787656 -2.617685 18.611931 11.895737
21 55.672273 16.360477 66.787656 -8.282107 28.05901 11.895737
22 58.682122 13.313114 66.787656 -2.967256 22.786303 11.895737
23 58.254678 13.334494 66.787656 -3.730612 22.751536 11.895737
24 57.673133 13.684586 66.787656 -4.835635 23.418412 11.895737
25 56.951437 13.816936 66.787656 -6.097737 23.575636 11.895737
26 55.778102 16.227418 66.787656 -7.921485 27.699671 11.895737
27 56.520082 15.40864 66.787656 -6.933664 26.752517 11.895737
28 56.000072 15.979644 66.787656 -7.852774 27.794243 11.895737
29 57.566528 13.129713 66.787656 -5.10315 22.889407 11.895737
30 59.420862 10.496347 66.787656 -1.775561 18.365055 11.895737
