gen mean_fit std_fit max_fit
2 25.244961 37.517734 90.869013
3 37.655795 39.627561 92.499467
4 54.405759 37.859354 92.578336
5 66.266467 32.895044 92.578336
6 75.71039 27.356847 93.050612
7 79.435907 27.594638 93.681683
8 82.690896 23.335713 93.681683
9 83.546352 22.878831 93.681683
10 79.381739 29.105332 93.681683
11 84.503666 22.866452 93.681683
12 81.312713 26.643745 93.681683
13 81.190941 27.962631 93.681683
14 81.599814 27.876251 94.218216
15 80.340076 30.263673 94.218216
16 82.720533 27.718686 94.218216
17 83.092567 27.231068 94.218216
18 81.039272 29.29662 94.218216
19 85.344263 23.788173 94.218216
20 80.482662 31.04693 94.218216
