gen mean_fit std_fit max_fit mean_gain std_gain max_gain
0 16.403653 26.163848 69.295248 -75.197346 44.827944 17.394627
1 45.918219 16.995352 69.295248 -25.36478 29.246784 17.394627
2 51.236415 15.06581 69.295248 -15.980346 25.666655 17.394627
3 52.791743 15.317437 69.295248 -13.556207 26.948345 17.394627
4 52.745606 15.300643 69.295248 -13.549195 27.119819 17.394627
5 53.244125 13.911073 69.295248 -12.311147 24.303773 17.394627
6 56.094601 10.792625 69.295248 -7.615804 19.730046 17.394627
7 57.200075 12.23476 69.295248 -5.280996 22.281718 17.394627
8 59.194477 9.49696 69.295248 -2.026013 18.020117 17.394627
9 62.312041 6.754205 69.295248 3.958645 12.821499 17.394627
10 62.692358 7.314233 69.295248 4.697682 13.805333 17.394627
11 61.954373 7.743864 69.295248 3.160303 14.7562 17.394627
12 59.569221 12.741458 69.295248 -0.871757 22.449839 17.394627
13 61.145745 8.247063 69.295248 1.745803 15.622389 17.394627
14 61.62312 8.15186 69.295248 2.578324 15.406393 17.394627
15 59.452108 11.975307 69.295248 -1.231583 21.801009 17.394627
16 57.9756 12.054843 69.295248 -3.792166 21.832249 17.394627
17 57.048857 14.215029 69.295248 -5.661994 25.590868 17.394627
18 58.486111 11.274799 69.295248 -3.274632 21.275149 17.394627
19 54.234035 16.588354 69.295248 -10.467541 29.591998 17.394627
20 59.416736 10.949552 69.295248 -1.27945 19.951824 17.394627
21 56.270639 14.636831 69.295248 -6.615398 26.260195 17.394627
22 58.040971 11.620445 69.295248 -3.933065 21.214311 17.394627
23 58.136214 13.465625 69.295248 -3.413994 24.157757 17.394627
24 57.998548 11.790221 69.295248 -3.899829 21.530151 17.394627
25 58.872549 12.51343 69.295248 -1.82838 22.176092 17.394627
26 57.788468 12.388046 69.295248 -3.892256 21.965013 17.394627
27 58.270236 11.513754 69.295248 -3.086229 20.751909 17.394627
28 59.44711 10.970911 69.295248 -0.932404 19.840332 17.394627
29 58.516013 11.843521 69.295248 -2.779435 21.391936 17.394627
30 57.179348 13.389415 69.295248 -4.918527 23.760547 17.394627
