gen mean_fit std_fit max_fit
2 15.824013 33.444717 90.353074
3 22.188002 35.747051 90.353074
4 26.299578 34.933657 90.353074
5 34.847308 35.859104 90.754579
6 44.624356 37.385688 90.754579
7 53.936532 35.71703 90.754579
8 64.408184 31.919301 90.903798
9 72.474126 27.727685 90.903798
10 80.724784 23.313303 90.903798
11 80.081148 23.840575 90.903798
12 77.554862 27.195711 90.903798
13 80.223079 25.383556 90.903798
14 78.579331 27.499846 90.903798
15 83.133716 19.495567 90.903798
16 78.724468 28.268018 90.903798
17 85.427305 16.263288 90.903798
18 82.739328 22.276041 90.903798
19 77.60538 28.305479 90.903798
20 86.462981 14.240766 90.903798
