gen mean_fit std_fit max_fit
2 56.55253 39.507666 93.691733
3 88.739621 11.266517 93.806695
4 91.954391 8.240436 93.926695
5 92.701696 4.720893 93.931733
6 91.012506 14.695654 93.931733
7 92.65868 8.50636 93.931733
8 91.769199 12.11781 93.931733
9 91.80099 12.085994 93.931733
10 92.665813 8.586273 93.931733
11 91.919677 12.211808 93.931733
12 93.434612 0.762408 93.931733
13 93.464076 0.71401 93.931733
14 93.461477 0.862421 93.931733
15 93.538168 0.748583 93.931733
16 93.549556 0.773425 93.931733
17 93.468447 0.753497 93.931733
18 93.494027 0.694098 93.931733
19 93.511002 0.78211 93.931733
20 93.129252 3.786051 93.931733
