gen mean_fit std_fit max_fit
2 7.486162 20.119639 75.151679
3 13.26298 22.146469 75.151679
4 21.2316 24.571921 80.442547
5 29.643804 26.099583 80.442547
6 38.86627 25.414271 80.442547
7 46.472528 23.932854 80.442547
8 54.019125 19.591452 80.442547
9 58.808986 17.920362 81.208118
10 57.360662 22.014873 81.208118
11 59.708408 21.593302 81.632828
12 58.531007 26.512407 81.632828
13 63.247447 22.351833 81.632828
14 66.807756 19.209505 81.632828
15 67.117933 21.274166 81.632828
