gen mean_fit std_fit max_fit mean_gain std_gain max_gain
0 10.272868 30.696998 92.64704 -77.96 46.118092 82.0
1 35.605051 38.41995 92.690612 -40.36 64.629021 82.0
2 40.864264 38.61455 92.93194 -34.66 63.174713 84.0
3 57.062658 34.034041 92.53194 -13.24 57.706 80.0
4 58.735933 36.703617 91.890612 -7.16 62.664938 74.0
5 64.710388 34.963982 91.490612 6.34 63.28542 70.0
6 74.623969 28.207299 91.972379 26.0 55.939253 76.0
7 86.227913 16.77326 92.13194 53.12 37.265877 76.0
8 83.033327 23.774702 92.13194 50.98 46.165351 76.0
9 90.854661 6.994591 92.33194 69.26 14.12701 78.0
10 91.41095 1.6461 92.33194 70.0 8.404761 78.0
11 90.977268 6.107235 92.33194 69.66 13.257617 78.0
12 91.552863 0.330333 92.33194 70.54 3.542372 78
13 90.614537 9.690444 92.33194 69.24 17.194836 78
14 90.62801 6.750728 92.33194 68.56 17.21181 78.0
15 91.118025 6.129842 92.33194 71.02 13.595573 78.0
16 91.791894 0.351114 92.33194 72.88 3.338503 78
17 91.246214 7.038778 92.33194 73.0 14.690133 78.0
18 91.10048 7.478997 92.33194 73.12 17.401885 78.0
19 92.163089 0.236436 92.33194 76.38 2.166933 78
20 92.243518 0.16525 92.73194 77.14 1.555763 82
