gen mean_fit std_fit max_fit mean_gain std_gain max_gain
0 16.07908 26.929112 69.295248 -75.670247 45.93134 17.394627
1 43.713948 20.538154 69.295248 -28.9132 35.055957 17.394627
2 50.898889 15.696572 69.295248 -16.422068 26.636371 17.394627
3 50.264522 16.085551 69.295248 -17.726216 27.294944 17.394627
4 49.795976 17.760982 69.295248 -18.390094 30.663918 17.394627
5 55.082695 10.769532 69.295248 -9.621657 19.561351 17.394627
6 55.772576 12.371971 69.295248 -8.058027 21.952113 17.394627
7 58.70772 10.391945 69.295248 -2.634074 18.951471 17.394627
8 60.699953 10.697031 69.295248 1.157636 19.545558 17.394627
9 61.942902 8.392029 69.298447 3.342745 15.904995 17.402624
10 61.143963 11.2226 69.298447 2.113095 20.016999 17.402624
11 64.868536 5.904825 69.298447 8.73235 11.17267 17.402624
12 64.274918 10.703841 69.326869 8.036647 18.49528 17.473681
13 66.673022 3.637219 69.419387 12.268451 7.147827 17.704975
14 66.291367 3.874859 69.425022 11.512714 7.601379 17.719062
15 66.223952 3.957597 69.425022 11.309712 7.79442 17.719062
16 66.121375 3.957367 69.425022 11.115262 7.839983 17.719062
17 66.205965 3.987475 69.425022 11.293748 7.852155 17.719062
18 66.179311 4.326194 69.448357 11.294899 8.489566 17.777399
19 65.800391 4.553469 69.448357 10.446298 9.006595 17.777399
20 65.541281 8.977055 69.448357 10.108147 15.992636 17.777399
21 65.330396 4.57169 69.448357 9.591729 8.999435 17.777399
22 64.857077 5.922587 69.448357 8.763837 11.055831 17.777399
23 66.030128 3.884685 69.448357 10.955358 7.712194 17.777399
24 64.86861 4.739273 69.677029 8.583258 9.398983 18.050653
25 65.771163 4.475123 69.677029 10.336793 8.971957 18.050653
26 65.69528 4.1356 69.677029 10.249158 8.16891 18.050653
27 65.122895 5.209344 69.677029 9.242809 10.052085 18.050653
28 64.779459 7.116206 69.677029 8.732539 12.852539 18.050653
29 66.39033 3.805762 69.677029 11.564984 7.5899 18.050653
30 64.979946 4.927116 69.677029 8.860367 9.735644 18.050653
