gen mean_fit std_fit max_fit
2 17.516459 31.744374 89.538708
3 35.777468 37.538205 89.538708
4 52.13843 33.930563 89.538708
5 67.209551 23.016264 89.538708
6 76.669607 13.81202 89.538708
7 75.8646 22.608131 89.538708
8 81.519843 17.011065 89.704722
9 85.601356 8.753943 89.704722
10 86.073569 9.17892 89.704722
11 86.72589 8.699495 90.198708
12 86.222873 9.411583 90.198708
13 87.1156 8.224436 90.266695
14 87.365333 7.762233 90.266695
15 86.869934 8.334381 90.332892
16 86.945961 8.273915 90.332892
17 88.612494 3.965651 90.446695
18 88.629899 4.400204 90.446695
19 89.258093 1.591595 90.446695
20 89.329386 2.616818 90.626695
