gen mean_fit std_fit max_fit mean_gain std_gain max_gain
0 12.446044 21.99794 61.713803 -82.184478 37.2121 2.609339
1 24.011871 20.746394 61.713803 -62.676252 34.618017 2.609339
2 28.641289 24.189879 62.612241 -54.704079 40.56914 4.201768
3 34.191786 25.696625 62.943142 -45.53077 43.453175 4.575693
4 46.176064 25.836937 62.943142 -24.742214 44.374363 4.575693
5 58.905717 10.707735 63.0642 -2.585112 18.419986 4.860404
6 60.889589 1.987463 63.0642 0.891038 3.698794 4.860404
7 60.385148 2.82326 63.0642 -0.174753 5.317527 4.860404
8 60.007218 6.098809 63.0642 -0.626426 10.207802 4.860404
9 60.379558 4.274064 63.0642 -0.014572 7.51909 4.860404
10 59.154309 10.579772 63.0642 -2.132531 18.042392 4.860404
11 53.200807 19.260482 63.0642 -12.522516 33.269382 4.860404
12 55.152907 18.093379 63.0642 -9.162458 31.185796 4.860404
13 58.2838 11.392637 63.0642 -3.772362 19.47801 4.860404
14 55.584393 16.960825 63.0642 -8.398506 29.3404 4.860404
15 50.050727 24.659761 63.0642 -17.912607 42.687561 4.860404
16 56.318685 16.15449 63.0642 -7.126975 27.831405 4.860404
17 52.02947 22.535493 63.0642 -14.449313 38.866156 4.860404
18 48.821002 26.157247 63.0642 -19.981539 45.135881 4.860404
19 54.363637 19.58912 63.0642 -10.484335 33.910617 4.860404
20 56.166409 16.706813 63.0642 -7.327935 28.763778 4.860404
21 52.135789 23.833221 63.554232 -14.119834 41.127789 5.331856
22 53.479451 22.055482 63.554232 -11.925889 38.165204 5.331856
23 53.767868 19.808937 63.554232 -11.574418 34.327169 5.331856
24 53.788517 19.793302 63.554232 -11.523109 34.195001 5.331856
25 51.853328 22.997054 63.554232 -14.776686 39.800954 5.331856
26 57.21312 16.943336 63.554232 -5.492486 29.342362 5.331856
27 56.720258 16.961163 63.554232 -6.380778 29.357745 5.331856
28 59.137183 8.890033 63.554232 -2.345399 15.588379 5.331856
29 53.926616 20.767516 63.554232 -11.184938 35.914958 5.331856
30 53.079547 19.895356 63.554232 -12.717975 34.376426 5.331856
