gen mean_fit std_fit max_fit
2 32.739307 38.611186 89.558539
3 53.841115 37.074713 89.839361
4 70.055169 28.33033 90.499688
5 83.598116 15.386787 90.499688
6 85.541304 14.905701 90.773025
7 85.685958 13.787479 90.773025
8 86.675708 12.227 90.773025
9 84.728271 18.20634 91.106611
10 88.457 9.662826 91.142832
11 85.60488 17.34913 91.346611
12 85.766708 14.740661 91.346611
13 84.954925 16.478523 91.346611
14 86.366659 16.474976 91.346611
15 88.232247 12.500054 91.346611
16 88.151171 14.143649 91.346611
17 87.078682 16.155631 91.346611
18 87.916362 13.28953 91.346611
19 84.556377 19.581365 91.346611
20 88.977413 10.037836 91.346611
