gen mean_fit std_fit max_fit mean_gain std_gain max_gain
0 9.33688 19.035562 54.988074 -87.521723 32.002665 -12.128178
1 17.255512 20.182454 54.988074 -73.912604 33.266625 -12.128178
2 30.048345 18.566558 56.260738 -52.900628 30.638041 -9.760292
3 35.772767 19.217138 58.023078 -43.523151 31.936648 -5.09795
4 39.609653 17.117256 58.023078 -37.08047 28.447313 -5.09795
5 43.357156 14.646705 58.023078 -30.924691 24.333791 -5.09795
6 39.797966 20.517033 58.023078 -36.820423 34.572493 -5.09795
7 44.392405 16.17731 58.023078 -29.334794 27.210853 -5.09795
8 43.797095 16.919874 59.222237 -30.478346 28.426304 -3.355673
9 47.559962 14.604722 59.222237 -23.447328 24.108465 -3.355673
10 43.891891 18.951546 59.222237 -29.826654 31.592403 -3.355673
11 46.674997 15.895553 59.222237 -25.162822 26.40149 -3.355673
12 47.646134 16.29902 60.139484 -23.276941 27.178928 -0.114673
13 39.8165 23.637613 60.652521 -36.468188 39.980717 0.627985
14 39.076925 25.098339 60.652521 -37.596169 42.449642 0.627985
15 41.381782 24.203432 60.652521 -33.856919 40.896973 0.627985
16 41.003077 23.467895 60.652521 -34.561935 39.705004 0.627985
17 44.989806 19.115614 60.652521 -27.500096 32.045733 0.627985
18 46.479149 19.147302 60.652521 -25.179565 32.483983 0.627985
19 42.186436 23.081872 60.652521 -32.675381 39.415172 0.627985
20 46.969262 17.236674 60.652521 -24.200967 29.197301 0.627985
