gen mean_fit std_fit max_fit mean_gain std_gain max_gain
0 -3.817377 6.845606 29.179917 -97.2 9.806121 -50.0
1 -3.091142 7.094835 36.041575 -96.2 10.176443 -40.0
2 -3.258852 6.609868 36.038995 -96.5 9.420722 -40.0
3 -0.33974 7.73942 22.174 -92.4 11.1463 -60.0
4 2.722866 10.348607 29.179917 -88.0 14.832397 -50.0
5 4.624399 11.886681 35.875317 -85.2 17.05755 -40.0
6 8.439075 13.009714 36.013548 -79.7 18.679133 -40.0
7 14.130623 11.72238 36.013548 -71.6 16.89497 -40.0
8 17.029355 13.856469 36.174 -67.4 19.980991 -40.0
9 15.054779 14.472818 43.174 -70.3 20.902392 -30.0
10 20.065591 12.351469 43.174 -63.1 17.871486 -30.0
11 26.189147 10.713494 43.174 -54.2 15.308821 -30.0
12 29.244137 9.870387 50.176954 -49.8 13.998571 -20.0
13 26.843393 13.444588 43.174 -53.3 19.186193 -30.0
14 28.809006 12.607221 50.073074 -50.5 18.020821 -20.0
15 31.966188 11.893952 50.073074 -46.0 16.970563 -20.0
16 34.765513 13.211781 50.176954 -42.0 18.867962 -20.0
17 38.899767 8.508422 50.176954 -36.1 12.156891 -20.0
18 41.07175 7.824991 50.176954 -33.0 11.18034 -20.0
19 42.754959 6.160753 50.176954 -30.6 8.811356 -20.0
20 44.294066 4.922406 50.176954 -28.4 7.031358 -20.0
