gen mean_fit std_fit max_fit
2 16.45519 34.282453 92.394865
3 20.603385 36.24128 92.394865
4 23.411458 36.397732 92.394865
5 27.478446 37.783301 92.394865
6 33.159302 39.668856 92.394865
7 35.775996 39.851798 92.394865
8 41.203856 40.714832 92.850571
9 43.292869 40.989573 93.131732
10 48.534913 40.861117 93.131732
11 51.561958 40.878255 93.131732
12 59.612296 37.87201 93.131732
13 65.630873 35.220736 93.131732
14 68.197254 34.371486 93.131732
15 74.634658 29.54559 93.131732
16 79.018005 25.534483 93.131732
17 83.262373 21.839079 93.371732
18 87.60074 15.34375 93.371732
19 88.620779 14.095133 93.389516
20 84.671362 22.334461 93.389516
