gen mean_fit std_fit max_fit mean_gain std_gain max_gain
0 -0.162113 9.369177 21.882006 -92.816 12.009186 -34.8
1 5.286561 11.783928 47.875317 -85.96 14.948605 -34.8
2 6.566023 11.839203 47.875317 -85.388 13.236852 -40.0
3 10.190109 9.626038 38.406955 -82.2 10.731263 -50.0
4 15.257868 10.533933 56.085269 -76.7 11.836807 -30.0
5 19.046004 14.721008 56.085269 -72.4 16.620469 -30.0
6 18.19951 13.223576 56.085269 -73.5 14.924812 -30.0
7 25.423505 13.599483 64.994211 -65.4 15.583324 -20.0
8 25.529993 15.733355 64.975351 -65.3 18.080653 -20.0
9 30.466918 16.331721 64.990591 -59.6 18.810635 -20.0
10 36.827535 18.877532 64.990591 -52.1 21.64694 -20.0
11 51.994645 14.291342 64.975351 -34.8 16.460863 -20.0
12 59.374599 4.29217 64.975351 -26.3 4.828043 -20.0
13 60.708112 4.441483 64.975351 -24.8 4.995998 -20.0
14 60.796266 4.437831 64.975351 -24.7 4.990992 -20.0
15 63.108241 4.226493 64.975351 -22.1 4.752894 -20.0
16 64.264144 2.411819 64.975351 -20.8 2.712932 -20.0
17 64.975351 0.0 64.975351 -20.0 0.0 -20.0
18 64.975351 0.0 64.975351 -20.0 0.0 -20.0
19 64.975351 0.0 64.975351 -20.0 0.0 -20.0
20 64.975351 0.0 64.975351 -20.0 0.0 -20.0
