gen mean_fit std_fit max_fit
2 30.018282 41.186636 92.672751
3 43.410651 43.57706 93.803414
4 60.27439 39.768662 94.355214
5 67.834169 37.025801 94.355214
6 75.771943 31.253837 94.355214
7 81.672129 26.834041 94.355214
8 84.248946 24.654145 94.355214
9 83.725377 26.753406 94.355214
10 87.065631 20.563668 94.355214
11 85.578685 22.016534 94.355214
12 85.003784 23.760577 94.355214
13 87.135724 19.530971 94.355214
14 84.091549 25.930329 94.355214
15 86.19176 22.624185 94.355214
16 86.638118 23.63792 94.355214
17 87.819048 20.405031 94.355214
18 93.237225 1.100355 94.618596
19 92.485524 9.891165 94.618596
20 94.07355 0.479972 94.618596
