gen mean_fit std_fit max_fit
2 65.950251 16.143205 85.270924
3 69.733846 19.922852 85.270924
4 73.169477 18.398416 85.270924
5 78.088533 9.570517 85.270924
6 81.192813 6.907088 85.270924
7 83.65371 1.907848 85.270924
8 83.376987 5.758927 85.270924
9 84.124052 4.602537 85.322832
10 83.978801 4.662736 87.17731
11 82.661984 7.202943 87.17731
12 82.055642 8.548022 87.815214
13 82.423816 8.04416 88.360945
14 83.893151 5.508012 89.435214
15 85.437098 2.9861 89.435214
16 85.387611 3.939229 89.435214
17 86.418823 3.565058 89.435214
18 88.129434 1.800825 89.435214
19 88.153101 2.810649 89.435214
20 88.740686 2.128294 89.435214
