gen mean_fit std_fit max_fit
2 14.401324 30.13238 93.346268
3 19.769435 32.885905 93.346268
4 29.346021 37.966583 93.931733
5 35.374015 38.791331 93.931733
6 43.239775 38.019116 93.931733
7 54.103706 37.357797 93.931733
8 62.533038 34.859309 93.931733
9 72.47773 30.602649 93.931733
10 75.101439 31.390831 93.931733
11 79.395208 27.789262 93.931733
12 78.25707 28.93966 93.931733
13 76.68532 33.376474 93.931733
14 82.8715 24.888959 93.931733
15 79.774405 30.481553 93.931733
16 82.792211 26.076438 93.936796
17 82.955795 26.640921 93.936796
18 81.838588 28.272542 93.936796
19 82.210331 28.365357 93.936796
20 83.534268 26.207364 93.936796
