gen mean_fit std_fit max_fit
2 17.591519 34.216335 92.394865
3 20.659163 35.352554 92.394865
4 24.15472 37.160531 92.394865
5 30.541033 39.884746 92.394865
6 33.629883 40.171602 92.394865
7 38.774398 40.534466 92.394865
8 45.075625 40.825116 92.394865
9 48.903518 41.108277 92.394865
10 57.455334 39.238666 92.394865
11 66.507514 35.221216 92.394865
12 74.724842 29.339458 92.394865
13 80.874899 23.392752 92.459827
14 86.001448 15.700203 92.866708
15 85.064032 20.688839 92.866708
16 88.225397 13.712784 92.866708
17 88.006056 14.088719 92.866708
18 87.866276 15.092061 92.866708
19 82.098506 27.203414 92.866708
20 87.584577 17.26279 92.866708
