gen mean_fit std_fit max_fit
2 13.574385 31.897154 87.154
3 18.123531 34.232296 87.154
4 22.792212 36.329542 89.283942
5 28.38886 38.322646 89.283942
6 34.757846 38.956065 89.283942
7 42.215541 37.999463 90.919688
8 45.170471 36.431345 90.919688
9 50.840858 34.031672 90.919688
10 53.695329 34.290312 90.919688
11 59.467198 31.065135 90.919688
12 62.753483 30.331741 90.919688
13 66.90286 28.67029 90.919688
14 68.033778 28.789081 90.919688
15 73.577235 24.172111 90.919688
16 75.563002 23.621676 90.919688
17 76.986805 22.849814 90.919688
18 80.308666 17.371331 90.919688
19 82.644703 14.975878 90.919688
20 79.956316 23.016014 90.919688
