gen mean_fit std_fit max_fit mean_gain std_gain max_gain
0 -5.813612 0.147028 -5.01728 -96.5 10.03743 -50.0
1 -5.777574 0.119798 -5.26269 -98.2 6.225753 -60.0
2 -5.78653 0.202136 -4.990433 -97.5 8.529361 -40.0
3 -5.775577 0.140604 -5.26269 -97.9 4.958831 -70.0
4 -5.73123 0.135946 -5.181784 -98.9 4.448595 -70.0
5 -5.744153 0.184225 -5.023881 -98.0 10.677078 -10.0
6 -5.711163 0.154737 -5.023881 -99.8 1.4 -90.0
7 -5.690262 0.193172 -5.023881 -99.0 7.0 -50.0
8 -5.600316 0.321479 -5.023881 -99.9 0.994987 -90.0
9 -5.61171 0.271962 -4.828314 -99.8 1.989975 -80.0
10 -5.553133 0.327025 -4.828314 -99.8 1.4 -90.0
11 -5.400133 0.353696 -4.828314 -99.5 3.278719 -70.0
12 -5.441484 0.395654 -4.997212 -99.9 0.994987 -90.0
13 -5.303441 0.374316 -4.976734 -99.7 1.705872 -90.0
14 -5.198786 0.29845 -4.976734 -99.7 1.705872 -90.0
15 -5.154899 0.28647 -4.990433 -100.0 0.0 -100
16 -5.108904 0.259602 -4.997212 -100.0 0.0 -100
17 -5.031368 0.072505 -4.969813 -99.3 2.91719 -80.0
18 -5.099884 0.233302 -4.828314 -99.4 3.411744 -80.0
19 -5.107819 0.259434 -4.828314 -100.0 0.0 -100
20 -5.024277 0.138281 -4.828314 -99.9 0.994987 -90.0
