gen mean_fit std_fit max_fit
2 9.307351 27.112422 87.165869
3 14.946967 31.186601 87.778586
4 19.051477 33.226071 87.778586
5 24.30141 35.176021 87.778586
6 27.460729 34.637702 87.778586
7 34.542554 35.208083 87.778586
8 42.80574 35.500256 87.778586
9 45.300004 33.901427 87.778586
10 50.996205 33.210958 91.973025
11 58.250451 30.677898 91.973025
12 62.169365 30.521662 91.973025
13 69.453138 26.28102 91.973025
14 72.137629 25.800903 91.973025
15 72.535594 26.880955 91.973025
16 75.44429 23.946744 92.402832
17 81.188673 16.021382 92.402832
18 79.556983 23.957901 92.402832
19 84.981428 13.101967 92.402832
20 83.853538 17.134752 92.402832
