gen mean_fit std_fit max_fit
2 14.233416 27.099229 89.366611
3 24.529565 28.041461 89.366611
4 34.455875 30.460573 89.366611
5 45.806149 34.667281 92.056415
6 64.15313 31.262933 92.896695
7 76.475623 26.438852 92.896695
8 81.745387 21.737362 92.896695
9 79.799717 24.662817 92.896695
10 72.665363 32.451936 92.896695
11 78.565406 27.422451 92.896695
12 80.882984 23.524725 92.896695
13 78.700318 25.776401 92.896695
14 77.783509 27.574756 92.896695
15 73.342524 31.724835 92.896695
16 78.424588 27.174005 92.896695
17 74.878045 29.016987 92.896695
18 76.992724 28.087182 92.896695
19 74.02179 31.897286 92.896695
20 74.479319 29.802327 92.896695
