gen mean_fit std_fit max_fit
2 65.977227 18.326324 82.012245
3 77.412816 3.766404 82.552245
4 78.15363 6.089575 82.552245
5 78.569205 7.293532 82.552245
6 79.631925 6.422903 82.552245
7 79.899765 7.713957 82.552245
8 81.096405 4.004586 82.552245
9 81.485205 2.530488 82.552245
10 82.150485 1.028904 82.552245
11 80.789685 5.203827 82.552245
12 81.917205 3.542047 82.552245
13 81.748725 3.065843 82.552245
14 81.722805 3.735329 82.552245
15 82.146165 1.298977 82.552245
16 81.156885 4.787305 82.552245
17 81.964725 1.781203 82.552245
18 81.381525 3.739194 82.552245
19 81.874005 1.968925 82.552245
20 81.282165 3.763149 82.552245
