gen mean_fit std_fit max_fit
2 36.906156 32.161157 88.941683
3 61.267897 20.9268 94.089365
4 70.083902 22.106531 94.089365
5 78.782425 17.653295 94.089365
6 88.227801 3.796377 94.089365
7 83.080929 21.513866 94.089365
8 90.222028 0.843352 94.089365
9 89.669096 6.931407 94.089365
10 88.478552 10.347941 94.089365
11 83.267569 23.035148 94.089365
12 85.633232 20.148849 94.180019
13 86.506286 17.928961 94.180019
14 91.104797 7.49553 94.180019
15 92.007189 6.322098 94.180019
16 90.415713 10.360253 94.180019
17 88.680109 9.405103 94.180019
18 87.666016 13.745983 94.180019
19 89.779151 10.793419 94.180019
20 87.33795 15.144135 94.180019
