gen mean_fit std_fit max_fit
2 62.487991 15.101538 80.789573
3 71.167976 12.839465 85.67642
4 73.433251 15.036668 93.086695
5 74.508359 18.387656 93.086695
6 76.808313 19.033325 93.563414
7 75.650364 25.855699 93.563414
8 80.931929 24.943459 93.563414
9 85.506597 22.221862 93.563414
10 74.981184 33.659624 93.563414
11 72.952167 37.725438 93.563414
12 72.664512 39.355156 93.563414
13 83.308306 28.207266 93.563414
14 92.351724 2.014524 94.161683
15 92.529804 1.896779 94.161683
16 92.66032 2.116568 94.161683
17 92.555329 2.435062 94.161683
18 92.750182 2.244313 94.161683
19 92.917129 2.145358 94.161683
20 92.65063 2.744305 94.161683
