gen mean_fit std_fit max_fit
2 18.192154 34.408882 92.394865
3 22.450224 35.954865 92.394865
4 28.187367 38.341421 92.394865
5 34.214797 39.703859 92.394865
6 41.981244 40.636108 92.394865
7 46.700064 40.010823 92.394865
8 54.914902 38.918368 92.394865
9 65.143742 34.747751 92.394865
10 69.457279 31.745259 92.394865
11 74.528089 26.870154 92.394865
12 80.206774 19.714433 92.394865
13 86.068714 8.85655 92.394865
14 85.143278 18.180813 92.394865
15 89.768607 1.781594 92.394865
16 88.035933 13.933003 92.394865
17 89.549733 10.025881 92.394865
18 87.80714 17.09626 92.394865
19 91.438393 1.097028 92.394865
20 89.588093 14.1303 92.394865
