gen mean_fit std_fit max_fit
2 24.950277 37.633572 89.34704
3 46.970873 38.620954 90.17941
4 71.021356 28.665273 90.17941
5 68.274568 35.16327 91.432379
6 70.864125 32.821129 91.432379
7 73.823465 29.773579 91.432379
8 72.325048 32.980511 91.525289
9 77.778206 25.824028 91.67548
10 77.590989 27.754016 91.67548
11 81.102066 21.444688 91.67548
12 89.619126 7.753621 91.67548
13 91.242898 0.74434 91.67548
14 91.557582 0.250032 91.67548
15 91.508374 0.690529 91.67548
16 91.46599 0.792565 91.67548
17 91.517809 0.385259 91.67548
18 91.52931 0.497636 91.67548
19 91.499248 0.597647 91.67548
20 91.517366 0.640847 91.67548
