gen mean_fit std_fit max_fit
2 4.82873 8.221412 47.081837
3 9.938934 9.787714 52.33505
4 13.760461 14.79945 64.926794
5 22.100506 17.430769 64.926794
6 33.131486 19.059755 64.926794
7 49.251081 12.389372 64.926794
8 59.781355 6.123669 65.406794
9 63.179029 3.598004 65.406794
10 63.790093 3.401025 65.406794
11 63.885668 3.394076 65.406794
12 64.067521 2.991096 65.886794
