gen mean_fit std_fit max_fit
2 7.575117 18.300025 82.456695
3 15.238401 21.27104 82.456695
4 21.778941 22.377147 82.456695
5 30.682113 21.300848 82.456695
6 39.524451 17.736175 82.456695
7 44.871891 15.751027 82.456695
8 50.26334 10.869868 82.456695
9 54.085308 7.959095 82.456695
10 53.982454 13.271454 82.456695
11 54.068044 15.851787 82.456695
12 56.003306 14.271035 82.456695
13 56.5108 15.874237 82.456695
14 59.620413 14.788625 82.456695
15 62.062563 13.270974 82.456695
