gen mean_fit std_fit max_fit mean_gain std_gain max_gain
0 6.424886 18.294096 49.867854 -92.670918 30.892068 -20.709717
1 10.347896 19.184856 49.867854 -85.753653 31.914886 -20.709717
2 12.635621 19.010761 49.867854 -81.757645 31.464663 -20.709717
3 16.633468 18.972169 49.867854 -74.839108 31.195836 -20.709717
4 21.859843 18.398968 49.928162 -65.786473 29.869816 -17.762744
5 26.066974 17.116411 49.928162 -59.048225 27.939747 -17.762744
6 32.314496 13.747905 49.928162 -48.893817 22.712558 -17.762744
7 33.672199 14.81195 54.19715 -46.656128 24.848175 -11.910686
8 37.307358 10.410894 54.19715 -40.644222 17.254074 -11.910686
9 36.390568 13.860683 54.19715 -42.413553 23.290977 -11.910686
10 39.692744 10.12804 55.24255 -36.628347 16.622941 -10.896362
11 41.532833 9.93965 57.00707 -33.560813 16.374968 -6.047698
12 41.061917 12.927333 57.771722 -34.207667 21.55619 -5.806233
13 42.247169 12.01138 57.771722 -32.246387 20.110185 -5.806233
14 44.890763 7.353353 57.771722 -27.914634 12.175925 -5.806233
15 44.636785 10.322484 57.771722 -28.297109 17.0752 -5.806233
16 43.330385 14.618354 57.771722 -30.720926 24.42503 -5.806233
17 46.833624 6.496981 57.771722 -24.802967 10.718282 -5.806233
18 46.510632 10.39672 61.205212 -25.361882 17.519385 0.05474
19 48.483973 5.733849 61.205212 -21.817548 9.49151 0.05474
20 48.51885 9.388569 61.205212 -21.845259 15.779886 0.05474
