gen mean_fit std_fit max_fit
2 31.221804 35.279194 89.661683
3 44.175323 33.054805 89.661683
4 55.384824 25.813398 89.661683
5 64.210577 21.36415 89.661683
6 65.937051 21.115012 89.661683
7 68.429281 19.503779 89.661683
8 70.417773 20.570578 89.661683
9 71.996676 20.993188 89.661683
10 76.142433 19.604342 89.661683
11 77.676797 19.889263 89.661683
12 78.700722 22.258981 89.661683
13 76.768109 27.975849 89.661683
14 81.598099 20.687759 89.661683
15 85.883993 13.379937 89.661683
16 87.985843 3.499559 89.661683
17 87.56357 9.587114 89.661683
18 86.68465 10.179028 89.661683
19 85.273765 13.981451 89.661683
20 85.976148 13.80523 89.661683
