gen mean_fit std_fit max_fit
2 29.63421 40.370833 91.301837
3 49.530987 39.796201 91.301837
4 61.824488 34.825325 91.301837
5 68.675668 30.667981 91.301837
6 77.336993 25.420823 91.301837
7 77.913972 26.275865 91.301837
8 84.288749 14.885436 91.661837
9 84.007883 16.664435 92.221921
10 85.785612 13.152308 92.221921
11 83.650516 18.975856 92.221921
12 88.86223 5.142461 92.221921
13 90.61456 1.786236 92.221921
14 90.574469 4.208266 92.221921
15 90.960952 3.951768 92.221921
16 90.849415 5.220863 92.221921
17 91.005547 4.689485 92.221921
18 90.98033 4.699203 92.221921
19 91.170235 3.614327 92.221921
20 91.197398 3.806395 92.221921
