gen mean_fit std_fit max_fit
2 30.313596 33.090607 75.358093
3 43.974931 30.08936 75.358093
4 58.52149 21.418882 87.838742
5 61.197455 23.504404 87.838742
6 66.815162 21.244204 88.018742
7 72.667991 17.466227 89.573263
8 78.965301 11.183494 89.573263
9 77.820116 18.085411 89.573263
10 78.570214 18.870121 90.363428
11 80.175444 16.868381 90.363428
12 78.255269 23.931066 90.363428
13 85.23516 13.461303 90.710612
14 77.930257 26.213132 90.770612
15 77.705666 26.994173 90.770612
16 84.645146 17.013039 90.770612
17 89.422075 2.509783 90.770612
18 90.209598 0.793516 90.770612
19 90.670603 0.195969 90.830612
20 90.74621 0.035945 90.830612
