gen mean_fit std_fit max_fit
2 38.439248 38.572419 89.941926
3 57.054471 35.49697 91.75704
4 67.272646 31.857492 91.75704
5 75.249649 26.740008 91.75704
6 79.077152 23.593042 91.777201
7 79.478312 22.841638 91.839829
8 82.777001 20.898853 91.87704
9 80.188599 24.055495 91.87704
10 83.607547 21.090687 91.87704
11 82.294295 22.983217 91.87704
12 85.351933 19.288666 91.87704
13 90.041189 10.042099 91.87704
14 91.584458 0.991013 91.93704
15 91.637483 0.814583 91.93704
16 91.324926 2.086124 91.93704
17 91.125465 3.059065 91.93704
18 91.065784 3.737477 91.93704
19 91.756095 0.613382 91.93704
20 91.684801 1.036827 91.93704
