gen mean_fit std_fit max_fit
2 12.845328 29.811046 89.343021
3 16.260708 31.53025 89.343021
4 23.756156 35.417123 89.343021
5 25.732046 34.432524 89.343021
6 31.650349 35.212928 89.343021
7 38.438027 35.077386 89.343021
8 38.752432 34.913187 89.343021
9 40.898185 34.759298 89.343021
10 44.196207 34.356824 89.343021
11 45.785784 32.82004 89.343021
12 48.509842 32.124756 89.343021
13 51.241262 32.220186 89.343021
14 59.197793 29.367979 89.343021
15 59.501804 31.418711 89.343021
16 66.87676 27.326378 89.343021
17 71.152467 25.73393 91.273573
18 74.183265 23.457396 91.273573
19 79.449225 17.261197 91.273573
20 79.063673 21.809452 91.273573
