gen mean_fit std_fit max_fit
2 -0.661812 6.105873 42.316695
3 1.578724 8.350416 42.336796
4 5.273284 11.24134 42.336796
5 10.163372 13.996651 42.336796
6 17.844659 16.863946 42.336796
7 27.077063 16.017302 43.956796
8 38.351665 7.469388 43.956796
9 42.248074 3.284394 43.956796
10 43.161916 0.829777 45.036796
11 43.415769 1.878521 45.036796
12 43.722489 1.850332 45.036796
13 44.159836 0.756506 45.036796
14 44.175061 2.629059 45.036796
15 44.435289 1.986752 45.036796
16 44.564889 1.947399 45.036796
17 44.296021 2.662166 45.036796
18 44.534649 1.935608 45.036796
19 44.430969 1.970697 45.036796
20 44.405049 2.011846 45.036796
