gen mean_fit std_fit max_fit
2 16.478237 31.260508 85.002547
3 23.452026 34.187796 88.924722
4 30.799555 35.842734 89.238708
5 37.26017 36.461661 89.238708
6 44.324798 35.394019 89.349362
7 54.418659 32.87415 89.409362
8 63.793841 26.346371 89.409362
9 72.623601 18.010397 89.409362
10 77.990178 12.521852 89.409362
11 81.599908 10.322684 89.409362
12 83.923601 9.598657 89.409362
13 86.99096 5.342719 89.409362
14 88.826717 1.737166 89.409362
15 89.286617 0.174398 89.409362
16 89.344058 0.098998 89.409362
17 89.371789 0.053402 89.409362
18 89.389543 0.033557 89.409362
19 89.227591 1.555417 89.474024
20 89.375384 0.260797 89.474024
