gen mean_fit std_fit max_fit mean_gain std_gain max_gain
0 6.027131 26.189985 87.802348 -84.778 36.317543 42.4
1 9.95542 29.964636 90.988118 -79.564 41.917093 68.2
2 23.73142 38.557523 90.446757 -60.15 55.196959 64.0
3 28.625523 37.041793 90.446757 -53.738 54.560071 64.0
4 38.950527 36.955986 90.541106 -39.97 55.136459 64.6
5 44.638388 37.26179 92.552828 -30.22 58.787805 79.6
6 55.94444 35.020734 92.552828 -12.444 57.617279 79.6
7 56.013889 36.293036 92.552828 -12.632 57.806676 79.6
8 64.103353 33.557544 90.446757 -0.922 53.019181 64.0
9 67.291869 33.084418 89.671187 4.276 51.912633 56.8
10 77.075946 26.681135 89.671187 21.982 43.131113 56.8
11 82.949943 19.67197 89.671187 34.136 33.127051 56.8
12 86.941929 12.121035 89.671187 43.314 20.762298 56.8
13 87.803487 10.159597 89.366611 45.896 17.314005 49.0
14 89.320923 0.067355 89.546611 48.91 0.410244 50.8
15 88.671236 6.767564 89.546611 47.876 11.852418 50.8
16 89.390408 0.076413 89.546611 49.288 0.697034 50.8
17 89.404777 0.076661 89.546611 49.39 0.751199 50.8
18 88.694617 6.769086 89.546611 47.942 11.872297 50.8
19 88.719681 6.772657 89.546611 48.152 11.898374 50.8
20 88.767349 6.777097 89.546611 48.686 11.978489 50.8
