gen mean_fit std_fit max_fit
2 40.474712 41.785979 93.05548
3 60.514848 38.85129 93.05548
4 71.98741 33.294013 93.05548
5 78.846472 29.159597 93.05548
6 77.784385 31.182766 93.05548
7 78.664702 31.659918 93.05548
8 80.750891 29.29224 94.271096
9 80.596867 29.748916 94.271096
10 90.539668 12.308467 94.271096
11 87.532889 20.49245 94.271096
12 85.991014 22.01962 94.271096
13 86.112374 22.223332 94.271096
14 90.360571 13.974766 94.271096
15 89.798241 15.461647 94.271096
16 88.859877 18.117851 94.271096
17 90.08047 14.852269 94.271096
18 85.870664 23.401277 94.271096
19 88.291095 18.99762 94.271096
20 89.67578 15.438298 94.271096
