gen mean_fit std_fit max_fit
2 17.496118 32.223604 92.176695
3 26.582677 35.659535 92.176695
4 42.446844 36.657398 92.176695
5 55.038699 33.46191 92.176695
6 60.336185 34.005813 92.176695
7 71.858708 27.580442 92.176695
8 73.68798 30.385435 92.176695
9 75.748547 30.187107 92.176695
10 77.40602 29.112111 92.176695
11 80.265498 24.908056 92.896695
12 78.44411 28.38281 92.896695
13 78.224111 29.449903 92.896695
14 80.832237 24.643096 92.990928
15 80.131171 26.053946 92.990928
16 79.346979 28.353531 92.990928
17 81.102254 26.178671 92.990928
18 84.44458 23.231157 92.990928
19 88.85972 16.607021 92.990928
20 84.250933 25.347657 92.990928
