gen mean_fit std_fit max_fit
2 15.06651 29.691876 89.406659
3 23.139874 32.450761 89.406659
4 35.327817 34.940721 89.406659
5 47.383466 35.08139 89.406659
6 56.436663 33.594114 89.536415
7 64.557931 31.071733 89.536415
8 70.471649 29.125837 89.877582
9 78.504907 24.704604 89.877582
10 75.113108 31.253527 89.877582
11 74.580715 30.583986 89.877582
12 74.245616 31.045195 89.877582
13 76.233496 29.231693 89.877582
14 73.184085 32.335521 89.877582
15 74.176391 30.883191 89.877582
16 73.361725 30.935368 89.877582
17 74.294351 31.174256 89.877582
18 75.021599 29.89061 89.877582
19 76.109027 30.666646 89.877582
20 74.762467 31.520948 89.877582
