gen mean_fit std_fit max_fit mean_gain std_gain max_gain
0 8.792222 26.272458 75.494668 -85.1 29.782377 -10.0
1 23.87135 33.959522 75.31642 -68.2 38.662126 -10.0
2 26.8822 34.578917 75.309641 -64.9 39.433362 -10.0
3 48.021031 35.015843 86.012892 -40.622 40.058946 14.2
4 53.283643 33.552955 87.336168 -34.162 38.993637 28.0
5 63.324257 27.515516 85.412892 -23.484 31.32474 7.6
6 73.772899 10.16837 85.292892 -11.636 11.489696 6.4
7 74.771754 8.269039 85.292892 -10.408 9.428804 6.4
8 74.409755 8.357765 87.092892 -10.692 9.901734 24.4
9 75.76592 2.698561 87.516796 -8.524 7.134243 28.6
10 75.457664 8.82934 87.516796 -8.646 11.908446 28.0
11 78.131998 5.458058 87.516796 -3.302 11.995116 28.0
12 77.782234 5.228459 87.516796 -4.328 10.772503 28.0
13 79.120171 5.902416 87.816796 -1.192 12.527567 31.0
14 79.329225 5.725488 87.816796 -0.494 13.412426 31.0
15 81.227612 6.478796 88.176796 4.352 15.100255 34.6
16 83.412285 6.00269 88.116796 8.914 13.747385 34.0
17 84.165624 5.724681 88.116796 13.546 15.397113 34.0
18 85.097583 4.492936 87.936796 15.302 14.067679 32.2
19 84.895346 5.175234 87.696796 15.136 13.192631 29.8
20 84.711823 6.20749 87.696796 18.004 15.225557 29.8
