gen mean_fit std_fit max_fit
2 32.720593 38.455686 94.120945
3 50.165172 38.874402 94.120945
4 70.1017 31.787445 94.120945
5 73.507325 35.442627 94.179644
6 83.430345 26.469235 94.179644
7 85.690251 25.104019 94.179644
8 88.588481 19.64435 94.179644
9 89.137611 19.947288 94.179644
10 86.880706 24.109952 94.179644
11 90.404334 16.860983 94.179644
12 90.384752 16.989575 94.179644
13 93.743262 1.408225 94.179644
14 93.827433 1.080426 94.179644
15 94.000155 0.721653 94.239644
16 93.761673 1.915725 94.239644
17 93.952812 0.546488 94.239644
18 93.982299 0.518695 94.239644
19 93.948041 0.557148 94.239644
20 92.984952 7.579919 94.239644
