gen mean_fit std_fit max_fit
2 25.66363 28.185495 82.551655
3 41.717783 24.718648 85.232828
4 51.046487 21.025559 85.232828
5 58.368263 19.501152 85.232828
6 73.669423 11.438522 85.232828
7 82.410047 4.103283 85.232828
8 84.281705 1.306706 85.232828
9 84.636415 1.125663 85.232828
10 82.983216 11.671129 85.232828
11 84.381369 5.702575 85.592828
12 83.487487 10.803926 85.952828
