gen mean_fit std_fit max_fit
2 13.699833 29.388698 75.273152
3 17.890817 31.033136 75.273152
4 23.086194 32.605468 75.57505
5 27.361557 33.268951 75.57505
6 33.739157 33.046762 75.57505
7 41.471589 32.374353 88.871732
8 47.143981 29.88693 88.871732
9 50.790313 27.596557 88.871732
10 57.324257 21.305044 88.871732
11 58.842416 20.660442 88.871732
12 63.217125 14.629437 88.871732
13 64.487966 15.346565 88.871732
14 65.692595 15.180891 88.871732
15 67.905491 11.833953 88.871732
16 68.228915 14.703851 88.871732
17 67.781065 18.452819 88.871732
18 71.389816 12.893736 91.592892
19 72.435555 10.359979 91.592892
20 71.309514 17.077196 91.592892
