gen mean_fit std_fit max_fit
2 34.103154 37.4401 92.093548
3 55.939706 32.713919 92.093548
4 61.566389 34.227016 92.093548
5 65.351328 36.428711 92.093548
6 68.338627 33.69503 92.093548
7 66.532845 33.490716 92.093548
8 61.190004 39.158515 92.093548
9 64.741635 36.775563 92.093548
10 66.241782 35.176382 92.093548
11 63.388779 36.703291 92.093548
12 66.272642 34.916753 92.093548
13 68.709745 34.241718 92.093548
14 66.029035 37.381501 92.093548
15 71.560633 34.374238 92.093548
16 74.614505 33.603879 92.093548
17 72.785271 36.413466 92.093548
18 72.810855 36.088751 92.093548
19 77.863277 32.496301 92.093548
20 71.027932 37.559549 92.093548
