gen mean_fit std_fit max_fit
2 60.097897 16.597361 87.434823
3 66.917177 20.373958 90.50385
4 71.395097 20.09955 90.623754
5 78.645716 16.090463 90.623754
6 80.976256 13.559102 90.623754
7 80.405075 16.997239 90.623754
8 79.498546 18.880301 90.623754
9 80.112503 19.120791 90.623754
10 81.190853 18.690483 91.015993
11 80.450415 19.481387 91.015993
12 81.423652 19.108817 92.016796
13 80.611208 19.643469 92.042505
14 82.905932 17.979265 92.641503
15 83.697297 17.314296 92.641503
16 80.574877 19.933609 92.641503
17 82.253452 19.280169 92.641503
18 83.824007 18.350712 92.641503
19 80.842266 20.996609 92.641503
20 82.35896 20.008076 92.641503
