gen mean_fit std_fit max_fit mean_gain std_gain max_gain
0 11.309266 22.211805 69.295248 -84.007444 37.765535 17.394627
1 25.995474 23.758021 69.295248 -58.695993 40.045633 17.394627
2 47.131986 14.613939 69.295248 -23.211495 25.510109 17.394627
3 55.171605 12.607737 69.295248 -8.726651 21.96625 17.394627
4 57.839485 16.876827 69.295248 -3.438597 28.91246 17.394627
5 63.146908 11.658609 69.295248 5.812729 20.155758 17.394627
6 62.067972 13.811041 69.295248 4.02254 23.81218 17.394627
7 59.141473 16.532457 69.295248 -0.860682 28.22185 17.394627
8 61.19216 14.645207 69.295248 2.69633 25.056222 17.394627
9 61.553692 15.361938 69.295248 3.513904 26.189445 17.394627
10 61.752765 15.866992 69.295248 3.658791 27.143755 17.394627
11 63.6671 11.951179 69.295248 7.037346 20.68617 17.394627
12 64.092806 12.986749 69.295248 7.713613 22.027377 17.394627
13 64.510697 12.039008 69.295248 8.377144 20.783814 17.394627
14 66.843732 5.370699 69.295248 12.452943 9.414851 17.394627
15 61.257576 16.277851 69.295248 2.76714 27.640898 17.394627
16 65.999826 7.859886 69.453248 11.048222 13.55647 17.4912
17 65.591102 9.8011 69.453248 10.323199 16.775807 17.4912
18 66.581421 3.446903 69.740425 11.788428 6.688424 18.209145
19 66.060567 3.902793 69.740425 10.772153 7.682594 18.209145
20 67.251912 4.670661 69.740425 13.294005 8.526183 18.209145
21 67.459295 3.595537 69.766628 13.703208 6.840847 18.274651
22 68.330221 2.241145 69.766628 15.373458 4.432118 18.274651
23 67.260255 3.258463 69.766628 13.310105 6.425643 18.274651
24 67.818623 2.625544 69.789069 14.312694 5.264083 18.330753
25 67.957103 2.633467 69.789069 14.644753 5.270857 18.330753
26 67.484463 3.044861 69.801336 13.6113 6.172575 18.36142
27 67.153834 3.049755 69.801336 13.068109 6.046248 18.36142
28 67.189283 3.206764 69.801336 13.125472 6.303924 18.36142
29 67.278507 3.044168 69.810684 13.358002 6.027017 18.384792
30 67.213096 2.976369 69.810684 13.161859 5.897771 18.384792
