gen mean_fit std_fit max_fit
2 21.972349 31.087026 89.591732
3 38.89834 30.427065 89.591732
4 51.290623 25.95414 89.591732
5 57.841137 26.346609 89.591732
6 61.80926 26.11018 89.591732
7 73.024559 17.154659 89.591732
8 73.636963 24.147865 89.601683
9 74.907558 25.127046 89.601683
10 81.578288 18.902354 89.601683
11 86.99299 4.134932 89.601683
12 86.798614 9.533296 89.601683
13 88.334615 4.460502 89.786695
14 88.18029 4.741262 89.786695
15 88.577521 3.65968 89.786695
16 88.270613 4.729685 90.506695
17 87.947927 5.221159 90.561683
18 88.163895 4.443408 90.561683
19 86.892966 7.065073 90.561683
20 87.731504 5.669989 90.572892
