gen mean_fit std_fit max_fit
2 31.974072 41.424411 92.514865
3 48.863832 43.052618 92.574865
4 61.724822 40.158726 92.574865
5 77.757573 29.691233 92.574865
6 81.571008 28.34219 92.574865
7 86.773992 20.079918 92.574865
8 87.298487 18.463322 92.647798
9 89.269595 15.830851 93.575214
10 86.972981 19.078456 93.683558
11 89.934007 12.41195 93.743558
12 90.919494 10.141594 93.743558
13 91.883471 7.233088 93.935214
14 92.760478 0.703092 94.055214
15 93.020097 0.635849 94.055214
16 93.172571 0.69189 94.055214
17 93.285489 0.575262 94.055214
18 93.221186 1.094572 94.055214
19 93.431083 0.914024 94.055214
20 93.045546 3.776844 94.120945
