gen mean_fit std_fit max_fit
2 58.33889 19.732143 83.092245
3 63.751776 21.934805 83.092245
4 62.834401 24.309274 83.092245
5 70.239791 19.67634 83.092245
6 80.146529 3.562201 83.092245
7 82.430146 2.948678 83.092245
8 82.068405 3.657247 83.092245
9 82.306005 3.634648 83.092245
10 82.785525 1.381954 83.092245
11 82.966965 0.739263 83.092245
12 82.828725 1.686483 83.092245
13 82.336245 3.050116 83.092245
14 81.925845 3.919909 83.092245
15 82.906485 1.393332 83.092245
16 82.530645 2.524891 83.092245
17 82.716405 2.346583 83.092245
18 82.444245 4.070898 83.092245
19 82.353525 4.812748 83.092245
20 82.465845 3.621722 83.092245
