gen mean_fit std_fit max_fit
2 9.62769 24.366164 80.554809
3 15.360415 26.293746 80.554809
4 19.206238 25.745391 80.554809
5 24.790043 25.926998 80.554809
6 29.343609 25.967945 80.554809
7 32.322913 25.703959 80.554809
8 38.144481 27.108465 80.554809
9 45.051419 25.813501 80.554809
10 46.199825 26.609557 80.554809
11 52.718558 24.425221 81.73004
12 57.916872 22.688007 81.925189
13 59.917062 25.586045 82.323798
14 63.305842 24.761785 83.29704
15 68.094343 19.340315 83.29704
