gen mean_fit std_fit max_fit
2 16.228926 34.303833 87.199358
3 19.357891 35.691651 87.199358
4 26.420889 38.242953 87.435869
5 32.572258 38.797621 87.435869
6 37.710145 38.75841 87.435869
7 44.950592 38.028783 87.435869
8 52.685939 36.398684 87.435869
9 58.247149 34.31785 87.435869
10 65.011245 30.979869 87.435869
11 70.078725 28.272397 87.435869
12 71.482409 29.024935 87.435869
13 77.480758 21.686985 87.435869
14 79.884318 21.059679 87.435869
15 83.883222 15.464869 87.435869
16 83.051634 18.412705 88.915982
17 83.898923 17.187067 88.915982
18 83.904178 17.235169 88.915982
19 81.479206 20.868058 88.915982
20 83.173614 16.495548 88.915982
