gen mean_fit std_fit max_fit
2 5.222388 20.729296 72.571054
3 17.485114 27.253144 72.571054
4 31.619454 27.870233 72.571054
5 50.657879 21.905025 74.766986
6 63.25059 14.63295 74.766986
7 71.306295 3.254278 74.766986
8 73.119966 1.243372 74.766986
9 73.615261 0.994886 74.879827
10 73.721021 1.108227 74.879827
11 73.976436 1.117972 74.879827
12 73.980545 1.620421 74.879827
13 74.197421 0.977334 74.879827
14 74.111759 1.088712 74.879827
15 74.111773 1.308287 74.879827
16 74.044403 1.188811 74.879827
17 74.150132 1.039879 74.879827
18 74.166749 1.525579 74.879827
19 74.274275 0.943268 74.879827
20 74.055495 1.611287 74.879827
