gen mean_fit std_fit max_fit
2 33.149173 39.370095 93.706708
3 54.646413 38.3792 94.27124
4 71.505876 32.580222 94.27124
5 82.277435 24.602353 94.27124
6 87.451932 17.261935 94.27124
7 88.560698 15.316899 94.27124
8 91.893467 7.483895 94.27124
9 92.725511 5.958176 94.27124
10 91.477002 8.854421 94.27124
11 93.039418 5.403243 94.27124
12 91.14686 9.88965 94.27124
13 91.883373 8.707321 94.27124
14 92.632248 4.250347 94.27124
15 91.008002 9.760475 94.582788
16 92.108571 7.388825 94.582788
17 92.798774 3.896764 94.582788
18 92.668349 6.33825 94.582788
19 92.62021 5.140986 94.582788
20 91.762722 9.023772 94.582788
