gen mean_fit std_fit max_fit
2 6.182303 11.745874 43.946695
3 14.124849 16.32662 43.946695
4 25.102847 17.674274 50.839465
5 39.54937 12.159211 58.896168
6 48.565399 5.518615 58.896168
7 52.756448 4.431816 58.896168
8 55.447385 3.23303 58.896168
9 56.45094 3.288341 58.896168
10 57.013465 3.066405 58.896168
11 56.855304 3.377522 58.896168
12 56.882274 3.567594 58.896168
13 57.059924 3.459904 58.896168
14 57.381388 3.268809 58.896168
15 56.906286 3.635533 58.896168
16 57.280775 3.365301 58.896168
17 57.264613 3.304477 58.896168
18 57.099301 3.592454 58.896168
19 56.907178 3.803425 58.896168
20 56.515936 6.294875 58.896168
