gen mean_fit std_fit max_fit
2 42.635054 38.079998 89.186611
3 68.40769 27.395173 89.448788
4 80.357255 21.008031 89.508788
5 88.608233 1.213605 89.508788
6 89.226408 0.664694 89.628788
7 89.137403 1.131105 89.688788
8 89.393777 0.734145 89.688788
9 89.546129 0.383417 89.688788
10 89.498745 0.665709 89.688788
11 89.441313 0.880108 89.688788
12 89.414057 0.953147 89.688788
13 89.242634 1.287843 91.49699
14 89.329102 1.096556 91.49699
15 89.539918 0.952354 91.49699
16 87.597113 12.316714 91.49699
17 87.354228 15.259323 91.49699
18 89.02308 10.96614 91.49699
19 85.801536 20.05427 91.49699
20 89.647251 10.471567 91.49699
