gen mean_fit std_fit max_fit
2 39.303328 40.032688 92.394865
3 58.965674 37.959147 93.879644
4 72.492401 33.339269 93.879644
5 69.658264 37.769716 93.879644
6 74.926871 35.16198 94.419644
7 76.398646 33.432676 94.419644
8 76.561156 33.661874 94.419644
9 68.904345 40.177838 94.419644
10 77.281174 33.81352 94.419644
11 70.876044 38.676345 94.419644
12 79.466081 31.546421 94.419644
13 82.19685 28.887356 94.419644
14 86.692457 22.963195 94.419644
15 92.263851 11.346916 94.528012
16 93.871921 0.898385 94.528012
17 93.934828 1.047437 94.528012
18 94.050217 0.973625 94.528012
19 93.80431 3.181958 94.528012
20 93.919163 1.338492 94.528012
