gen mean_fit std_fit max_fit
2 30.095678 39.980238 93.263536
3 42.128339 41.994749 93.263536
4 58.00238 39.684955 94.103558
5 73.254812 30.280642 94.103558
6 81.799181 26.162319 94.103558
7 83.385613 24.130332 94.103558
8 88.066481 17.998673 94.103558
9 88.994744 15.310107 94.103558
10 92.916675 0.706774 94.103558
11 93.121261 0.740124 94.103558
12 93.374818 0.736507 94.103558
13 93.519881 0.674653 94.103558
14 93.641894 0.637568 94.108891
15 93.698559 0.616903 94.108891
16 93.749199 0.598111 94.108891
17 93.841524 0.665376 94.108891
18 93.943538 0.423458 94.108891
19 93.936913 0.494106 94.108891
20 93.738524 0.887004 94.108891
