gen mean_fit std_fit max_fit
2 1.383647 8.603857 40.652892
3 7.606904 13.558537 42.272892
4 16.297555 17.965056 55.232892
5 21.139537 18.9767 55.232892
6 27.357833 18.781328 55.232892
7 33.865047 17.378126 60.632892
8 36.083766 17.986218 61.172892
9 44.584562 14.708239 62.252892
10 51.431522 11.553943 62.792892
11 58.525724 3.012969 62.792892
12 60.924615 1.972533 62.792892
13 61.238036 2.116669 62.792892
14 61.625362 2.022467 63.332892
15 61.281756 2.493883 63.332892
16 61.698596 2.338529 63.332892
17 61.690885 2.278547 64.412892
18 61.922592 2.064231 64.412892
19 62.056476 2.305007 64.412892
20 62.294238 2.320522 64.412892
