gen mean_fit std_fit max_fit mean_gain std_gain max_gain
0 8.366173 19.106988 49.265064 -89.169399 32.054251 -20.711927
1 16.953715 19.677692 54.013731 -74.057565 32.205443 -13.165948
2 26.397005 20.078875 55.344352 -58.50348 33.280161 -8.768236
3 30.83467 19.912732 55.344352 -51.097983 33.145433 -8.768236
4 34.918686 18.732644 59.150291 -44.14592 31.156425 -2.372628
5 38.256273 17.291982 59.150291 -38.419182 28.565881 -2.372628
6 37.881619 19.906934 59.150291 -38.739801 33.269048 -2.372628
7 43.718413 16.251227 59.993454 -28.89379 27.027948 -0.380886
8 42.194032 17.553075 59.993454 -31.077933 28.917619 -0.380886
9 44.643211 16.094448 59.993454 -27.194788 26.65078 -0.380886
10 45.392088 16.186158 59.993454 -26.040897 27.354061 -0.380886
11 45.188473 18.434651 60.564432 -26.238027 30.730493 -0.128354
12 46.372837 16.856261 60.564432 -24.430309 28.105433 -0.128354
13 43.222979 19.130494 60.564432 -29.369904 31.739233 -0.128354
14 45.549032 18.814802 60.564432 -25.608321 31.380472 -0.128354
15 47.462976 17.212469 60.564432 -22.515792 28.79133 -0.128354
16 47.204502 16.528664 60.564432 -22.583606 27.271265 -0.128354
17 42.049217 21.766805 60.564432 -31.461737 36.363683 -0.128354
18 43.081088 20.644662 60.564432 -29.767482 34.523393 -0.128354
19 42.75693 21.03972 60.564432 -30.270394 35.294875 -0.128354
20 44.136035 20.626459 60.564432 -28.011726 34.564191 -0.128354
