gen mean_fit std_fit max_fit
2 42.345672 33.595094 88.881683
3 58.593448 29.186798 89.118708
4 74.946135 20.031013 89.251679
5 75.127394 26.655605 90.434024
6 80.282987 23.351525 91.218708
7 83.22719 16.036992 91.218708
8 85.570369 8.05883 91.278708
9 85.597729 7.999173 91.278708
10 87.192721 7.459496 91.278708
11 88.655889 5.435786 91.283414
12 89.789548 4.063608 91.396695
13 90.792147 2.469475 91.396695
14 91.051924 2.215743 91.396695
15 90.901396 2.677434 91.396695
16 91.037214 2.055898 91.396695
17 90.023881 5.079191 91.451732
18 90.60734 3.486295 91.451732
19 90.437617 3.921542 91.451732
20 90.664101 3.089573 91.451732
