gen mean_fit std_fit max_fit
2 10.938151 11.703317 61.50216
3 16.283576 10.969387 61.50216
4 18.703427 11.342776 61.50216
5 21.195101 12.764113 61.50216
6 24.28799 15.31092 61.50216
7 27.600844 18.45339 62.34216
8 34.554497 18.698094 62.34216
9 43.891819 18.603536 63.523266
10 50.880485 17.607926 64.783266
11 54.326352 17.803564 86.289651
12 54.046853 20.746405 86.709651
